StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q17,Q20,Q21,Q16,Q22,Q18,Q3_1,Q3_2,Q3_3,Q3_4,Q24_1,Q24_2,Q24_3,Q24_4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q19,Q8,gender,age,Q24,Condition
2020-07-30 07:18:25,2020-07-30 07:20:57,IP Address,,100,152,True,2020-07-30 07:20:57,R_2sXBbzw3HwfUAqJ,,,,,,,anonymous,EN,Yes,Yes,Yes,,3,3,3,4,6,5,4,4,3,6,5,6,Not at all reasonable1,4,4,3,3,2,Very reasonable7,2,6,6,4,3,4,"Not  at all comfortable
1",2,4,"Not  at all comfortable
1",Somewhat flexible,5,Male,43,,2
2020-07-30 07:14:02,2020-07-30 07:20:59,IP Address,,100,417,True,2020-07-30 07:20:59,R_339B9YbPx3ASaDx,,,,,,,anonymous,EN,Yes,Yes,Yes,25,,6,5,5,6,6,5,6,5,"Very annoyed
7",4,Very reasonable7,Very reasonable7,6,Very reasonable7,3,6,5,4,5,"Very comfortable
7","Very comfortable
7",4,"Very comfortable
7",4,"Very comfortable
7",6,6,6,Somewhat flexible,"Very comfortable
7",Male,52,,1
2020-07-30 07:18:00,2020-07-30 07:21:01,IP Address,,100,180,True,2020-07-30 07:21:01,R_2TLQkzziZMNIv3h,,,,,,,anonymous,EN,Yes,Yes,Yes,500,,Not at all likely1,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Somewhat flexible,5,Male,30,,1
2020-07-30 07:18:20,2020-07-30 07:21:07,IP Address,,100,166,True,2020-07-30 07:21:07,R_AsnxOeznS6fnTO1,,,,,,,anonymous,EN,Yes,Yes,Yes,,50,Very likely7,6,"Very likely
7","Very likely
7",6,5,6,5,"Very annoyed
7","Very much control
7",Very reasonable7,6,Very reasonable7,4,5,6,6,6,6,5,6,"Very comfortable
7","Very comfortable
7",6,4,"Very comfortable
7",6,6,Somewhat flexible,"Very comfortable
7",Female,63,,2
2020-07-30 07:14:38,2020-07-30 07:21:17,IP Address,,100,398,True,2020-07-30 07:21:17,R_r8VJQjKVfTQpp97,,,,,,,anonymous,EN,Yes,Yes,Yes,30,,Very likely7,6,"Very likely
7","Very likely
7",6,6,"Very annoyed
7","Very annoyed
7",6,"Very much control
7",6,6,Very reasonable7,6,Very reasonable7,Very reasonable7,6,Very reasonable7,Very reasonable7,6,6,6,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7",6,"Very comfortable
7",Somewhat flexible,"Very comfortable
7",Female,42,,1
2020-07-30 07:20:26,2020-07-30 07:21:18,IP Address,,100,51,True,2020-07-30 07:21:18,R_3edZVhbjhi61hVj,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,5,4,5,5,5,4,5,4,5,5,5,6,6,6,5,6,5,5,5,6,6,5,6,6,6,5,6,6,Somewhat flexible,5,Male,28,,2
2020-07-30 07:19:24,2020-07-30 07:21:22,IP Address,,100,118,True,2020-07-30 07:21:23,R_3lMOjD0JlYc0Bzg,,,,,,,anonymous,EN,Yes,Yes,Yes,,50,6,6,5,5,6,6,6,5,5,6,6,5,5,6,4,6,6,6,6,6,6,5,5,6,6,6,6,6,Somewhat flexible,"Very comfortable
7",Male,26,,2
2020-07-30 07:16:54,2020-07-30 07:21:23,IP Address,,100,269,True,2020-07-30 07:21:23,R_NVj0hO2on4JwwVj,,,,,,,anonymous,EN,Yes,Yes,Yes,100,,3,4,6,5,5,5,4,6,5,5,Very reasonable7,4,6,6,Very reasonable7,6,5,6,Very reasonable7,"Very comfortable
7",4,"Very comfortable
7",3,6,4,5,"Very comfortable
7","Very comfortable
7",Somewhat flexible,4,Female,25,,1
2020-07-30 07:18:36,2020-07-30 07:21:27,IP Address,,100,170,True,2020-07-30 07:21:27,R_1kTUfeR72BXSarc,,,,,,,anonymous,EN,Yes,Yes,Yes,,99,Very likely7,"Very likely
7","Very likely
7","Very likely
7","Very likely
7","Very annoyed
7","Very annoyed
7","Very annoyed
7","Very annoyed
7","Very much control
7",Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7",Somewhat flexible,"Very comfortable
7",Female,25,,2
2020-07-30 07:19:30,2020-07-30 07:21:30,IP Address,,100,120,True,2020-07-30 07:21:30,R_3s5rjaPsOsZ2mcT,,,,,,,anonymous,EN,Yes,Yes,Yes,,10,6,5,6,"Very likely
7",6,5,6,6,"Very annoyed
7",6,5,6,Very reasonable7,6,6,Very reasonable7,6,6,5,"Very comfortable
7",6,6,6,"Very comfortable
7","Very comfortable
7",6,"Very comfortable
7",6,Somewhat flexible,"Very comfortable
7",Male,35,,2
2020-07-30 07:19:55,2020-07-30 07:21:30,IP Address,,100,94,True,2020-07-30 07:21:30,R_1QLUdmMaNJ4CgI2,,,,,,,anonymous,EN,Yes,Yes,Yes,25,,Not at all likely1,6,6,6,6,6,6,6,6,"Very much control
7",6,6,6,6,6,6,6,6,6,"Very comfortable
7","Very comfortable
7",6,5,6,6,6,6,6,Somewhat flexible,"Very comfortable
7",Male,29,,1
2020-07-30 07:19:08,2020-07-30 07:21:37,IP Address,,100,149,True,2020-07-30 07:21:37,R_3MrEcUHFZCopCrz,,,,,,,anonymous,EN,Yes,Yes,Yes,,100,3,6,5,6,4,5,5,6,5,2,2,5,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,3,Not at all reasonable1,3,4,2,3,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1",4,4,Somewhat flexible,2,Female,37,,2
2020-07-30 07:14:32,2020-07-30 07:21:45,IP Address,,100,432,True,2020-07-30 07:21:45,R_d6Ws33S3SNboMRb,,,,,,,anonymous,EN,Yes,Yes,Yes,50,,Very likely7,"Very likely
7",6,"Very likely
7","Very likely
7","Very annoyed
7",6,6,6,"Very much control
7",Very reasonable7,Very reasonable7,6,6,6,Very reasonable7,Very reasonable7,Very reasonable7,6,6,5,"Very comfortable
7",6,6,5,"Very comfortable
7",6,"Very comfortable
7",Somewhat flexible,"Very comfortable
7",Male,29,,1
2020-07-30 07:17:16,2020-07-30 07:21:46,IP Address,,100,270,True,2020-07-30 07:21:46,R_RmBJsUgOkcVm6Fb,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,Very likely7,"Very likely
7","Very likely
7","Very likely
7",6,"Very annoyed
7","Very annoyed
7",6,"Very annoyed
7","Very much control
7",6,Very reasonable7,6,Very reasonable7,6,Very reasonable7,5,6,Very reasonable7,"Very comfortable
7",6,"Very comfortable
7",6,"Very comfortable
7",6,6,5,"Very comfortable
7",Somewhat flexible,"Very comfortable
7",Male,67,,2
2020-07-30 07:18:46,2020-07-30 07:21:48,IP Address,,100,182,True,2020-07-30 07:21:49,R_2X1JUMuWr1ACz2Z,,,,,,,anonymous,EN,Yes,Yes,Yes,,100,Very likely7,6,6,5,"Very likely
7","Very annoyed
7",6,5,6,"Very much control
7",Very reasonable7,4,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,6,"Very comfortable
7","Not  at all comfortable
1","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7",Somewhat flexible,"Not at all comfortable 
1",Female,35,,2
2020-07-30 07:17:03,2020-07-30 07:21:49,IP Address,,100,285,True,2020-07-30 07:21:49,R_1IWZwh9MDK9VQg1,,,,,,,anonymous,EN,Yes,Yes,Yes,20,,6,5,6,"Very likely
7","Very likely
7",6,6,5,"Very annoyed
7",5,Very reasonable7,6,6,Very reasonable7,Very reasonable7,4,6,Very reasonable7,6,"Very comfortable
7",6,"Very comfortable
7",6,4,"Very comfortable
7",5,"Very comfortable
7",5,Somewhat flexible,6,Male,30,,1
2020-07-30 07:13:55,2020-07-30 07:21:50,IP Address,,100,475,True,2020-07-30 07:21:50,R_1P7vSdTFnyajaqe,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,Very likely7,5,3,"Very likely
7","Very likely
7",6,4,5,"Very annoyed
7","Very much control
7",6,Very reasonable7,Very reasonable7,5,4,6,4,Very reasonable7,5,3,5,4,6,5,6,6,"Very comfortable
7","Very comfortable
7",Somewhat flexible,"Very comfortable
7",Male,49,,2
2020-07-30 07:20:20,2020-07-30 07:21:55,IP Address,,100,95,True,2020-07-30 07:21:55,R_3D7lAjh8hiXj6kD,,,,,,,anonymous,EN,Yes,Yes,Yes,5,,Very likely7,6,"Very likely
7",6,5,4,"Very annoyed
7",5,6,6,6,6,Very reasonable7,5,Very reasonable7,6,5,Very reasonable7,6,6,6,5,"Very comfortable
7",5,6,6,"Very comfortable
7",6,Somewhat flexible,"Very comfortable
7",Female,34,,1
2020-07-30 07:19:44,2020-07-30 07:21:59,IP Address,,100,134,True,2020-07-30 07:21:59,R_2ZEN6NxVxamVtQb,,,,,,,anonymous,EN,Yes,Yes,Yes,100,,Very likely7,"Very likely
7",6,"Very likely
7","Very likely
7",4,4,"Very annoyed
7","Very annoyed
7","No control at all
1",Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,3,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1",Somewhat flexible,"Not at all comfortable 
1",Male,25,,1
2020-07-30 07:20:39,2020-07-30 07:22:03,IP Address,,100,84,True,2020-07-30 07:22:03,R_dhwcfEyow66jNDP,,,,,,,anonymous,EN,Yes,Yes,Yes,30,,Very likely7,"Very likely
7","Very likely
7","Very likely
7","Very likely
7","Not at all annoyed
1","Not at all annoyed
1","Not at all annoyed
1","Not at all annoyed
1","Very much control
7",Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Very reasonable7,Not at all reasonable1,Not at all reasonable1,"Very comfortable
7","Very comfortable
7","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Very comfortable
7","Very comfortable
7","Very comfortable
7",Somewhat flexible,"Very comfortable
7",Female,30,,1
2020-07-30 07:20:27,2020-07-30 07:22:07,IP Address,,100,100,True,2020-07-30 07:22:08,R_1oGc9NdrXFjaKDS,,,,,,,anonymous,EN,Yes,Yes,Yes,,100,2,"Very likely
7",6,4,4,6,5,"Very annoyed
7","Very annoyed
7",2,5,6,6,3,Not at all reasonable1,6,2,4,4,4,4,5,2,"Not  at all comfortable
1",4,2,5,6,Somewhat flexible,2,Female,25,,2
2020-07-30 07:17:49,2020-07-30 07:22:11,IP Address,,100,261,True,2020-07-30 07:22:11,R_tF19kMhpmJ6akzT,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,Very likely7,"Very likely
7",6,"Very likely
7",6,6,"Very annoyed
7",6,"Very annoyed
7","Very much control
7",Very reasonable7,6,6,6,Very reasonable7,6,Very reasonable7,Very reasonable7,Very reasonable7,"Very comfortable
7","Very comfortable
7","Very comfortable
7",6,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7",Somewhat flexible,"Very comfortable
7",Male,46,,2
2020-07-30 07:19:53,2020-07-30 07:22:16,IP Address,,100,143,True,2020-07-30 07:22:16,R_1BXbq1ILkxr7HAR,,,,,,,anonymous,EN,Yes,Yes,Yes,50,,6,5,5,6,6,5,6,5,6,6,5,5,6,6,5,6,6,6,5,"Very comfortable
7",6,5,6,5,6,6,6,5,Somewhat flexible,6,Female,30,,1
2020-07-30 07:20:18,2020-07-30 07:22:16,IP Address,,100,118,True,2020-07-30 07:22:16,R_DIe6sLTjce9yrw5,,,,,,,anonymous,EN,Yes,Yes,Yes,250,,Very likely7,6,4,6,4,"Very annoyed
7",6,"Very annoyed
7","Very annoyed
7",6,Very reasonable7,6,6,Very reasonable7,Very reasonable7,5,5,Very reasonable7,6,6,"Very comfortable
7",5,6,"Very comfortable
7","Very comfortable
7",5,5,6,Somewhat flexible,"Very comfortable
7",Male,42,,1
2020-07-30 07:20:27,2020-07-30 07:22:17,IP Address,,100,110,True,2020-07-30 07:22:18,R_1gRXnCW49mQKN7L,,,,,,,anonymous,EN,Yes,Yes,Yes,,100,Not at all likely1,"Not at all likely
1","Not at all likely
1","Very likely
7","Very likely
7","Very annoyed
7","Very annoyed
7","Very annoyed
7","Very annoyed
7","No control at all
1",Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1",Somewhat flexible,"Not at all comfortable 
1",Male,48,,2
2020-07-30 07:20:46,2020-07-30 07:22:18,IP Address,,100,92,True,2020-07-30 07:22:18,R_1lzY7eamf4d4FjX,,,,,,,anonymous,EN,Yes,Yes,Yes,,50,5,4,4,4,6,3,3,4,6,4,6,4,4,5,2,5,2,2,3,4,4,5,4,2,5,3,2,2,Somewhat flexible,3,Female,32,,2
2020-07-30 07:14:23,2020-07-30 07:22:21,IP Address,,100,477,True,2020-07-30 07:22:21,R_3ktymKGvDNLPP6k,,,,,,,anonymous,EN,Yes,Yes,Yes,20,,2,5,5,6,6,2,2,"Not at all annoyed
1",2,3,6,5,6,Very reasonable7,6,6,4,Not at all reasonable1,2,"Very comfortable
7",6,5,6,5,"Very comfortable
7",5,2,6,Somewhat flexible,5,Male,36,,1
2020-07-30 07:19:41,2020-07-30 07:22:21,IP Address,,100,159,True,2020-07-30 07:22:21,R_eQDIhE18O4q6ijv,,,,,,,anonymous,EN,Yes,Yes,Yes,5,,Very likely7,5,6,6,"Very likely
7",5,6,6,"Very annoyed
7","Very much control
7",Very reasonable7,6,6,Very reasonable7,6,Very reasonable7,5,6,5,6,"Very comfortable
7",6,"Very comfortable
7","Very comfortable
7",6,"Very comfortable
7",6,5,Somewhat flexible,"Very comfortable
7",Male,40,,1
2020-07-30 07:20:02,2020-07-30 07:22:27,IP Address,,100,144,True,2020-07-30 07:22:27,R_3EDMzBRD6xliNcR,,,,,,,anonymous,EN,Yes,Yes,Yes,15,,6,6,"Very likely
7","Very likely
7",6,6,6,"Very annoyed
7","Very annoyed
7",6,Very reasonable7,Very reasonable7,6,5,6,Very reasonable7,Very reasonable7,5,6,6,6,6,6,"Very comfortable
7","Very comfortable
7",6,"Very comfortable
7","Very comfortable
7",Flexible,3,Male,32,,1
2020-07-30 07:18:58,2020-07-30 07:22:34,IP Address,,100,215,True,2020-07-30 07:22:34,R_2zMYmypXAagD8pG,,,,,,,anonymous,EN,Yes,Yes,Yes,150,,5,6,5,6,5,6,6,6,"Very annoyed
7",6,6,6,5,5,6,5,6,6,5,"Very comfortable
7","Very comfortable
7",6,"Very comfortable
7",6,5,6,6,6,Somewhat flexible,5,Male,25,,1
2020-07-30 07:18:11,2020-07-30 07:22:33,IP Address,,100,262,True,2020-07-30 07:22:35,R_21v0dVveyy22r6V,,,,,,,anonymous,EN,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-30 07:18:18,2020-07-30 07:22:35,IP Address,,100,256,True,2020-07-30 07:22:35,R_1OQgb8P0SZnlj1d,,,,,,,anonymous,EN,Yes,Yes,Yes,100,,5,4,4,6,4,4,4,5,5,5,4,3,2,3,4,3,3,4,3,4,6,4,6,5,4,5,4,4,Somewhat flexible,5,Male,27,,1
2020-07-30 07:20:41,2020-07-30 07:22:41,IP Address,,100,120,True,2020-07-30 07:22:42,R_31nrAS0oqhi94w6,,,,,,,anonymous,EN,Yes,Yes,Yes,500,,6,6,5,"Very likely
7",6,"Very annoyed
7",5,6,6,"Very much control
7",6,Very reasonable7,5,Very reasonable7,Very reasonable7,6,6,Very reasonable7,5,"Very comfortable
7",5,5,6,5,"Very comfortable
7",6,"Very comfortable
7",6,Somewhat flexible,"Very comfortable
7",Male,29,,1
2020-07-30 07:20:00,2020-07-30 07:22:44,IP Address,,100,163,True,2020-07-30 07:22:44,R_1mCxSLbOWfRrtb9,,,,,,,anonymous,EN,Yes,Yes,Yes,,100,Very likely7,"Very likely
7","Very likely
7","Very likely
7","Very likely
7",3,5,"Very annoyed
7","Very annoyed
7","No control at all
1",Very reasonable7,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,6,Very reasonable7,3,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Very comfortable
7","Very comfortable
7",Somewhat flexible,"Not at all comfortable 
1",Male,37,,2
2020-07-30 07:22:40,2020-07-30 07:22:54,Spam,,100,13,True,2020-07-30 07:22:54,R_3PzfwqoJlfv18yY,,,,,,,anonymous,EN,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-30 07:21:16,2020-07-30 07:22:55,IP Address,,100,99,True,2020-07-30 07:22:56,R_1DpYXFwFLAUpvFr,,,,,,,anonymous,EN,Yes,Yes,Yes,,3,3,5,6,5,2,5,"Very annoyed
7","Very annoyed
7","Not at all annoyed
1",5,Not at all reasonable1,4,5,2,4,Very reasonable7,3,Not at all reasonable1,2,2,4,6,"Very comfortable
7",4,6,3,3,6,Somewhat flexible,5,Male,43,,2
2020-07-30 07:21:11,2020-07-30 07:22:58,IP Address,,100,107,True,2020-07-30 07:22:58,R_vogPIjJjGAnM6op,,,,,,,anonymous,EN,Yes,Yes,Yes,,40,5,4,6,4,5,6,5,4,4,4,5,4,5,4,5,4,6,5,6,5,5,6,6,4,6,6,6,5,Somewhat flexible,5,Male,33,,2
2020-07-30 07:21:03,2020-07-30 07:23:04,IP Address,,100,120,True,2020-07-30 07:23:04,R_RQdvKR1hl4vYNi1,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,4,3,3,5,5,3,3,5,5,4,4,5,6,4,5,4,6,4,3,6,6,"Very comfortable
7",4,4,5,6,5,5,Somewhat flexible,4,Female,30,,2
2020-07-30 07:19:49,2020-07-30 07:23:06,IP Address,,100,196,True,2020-07-30 07:23:06,R_VX3f3znbgTXbZHr,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,6,6,"Very likely
7",6,6,"Very annoyed
7",6,"Very annoyed
7",6,6,6,Very reasonable7,Very reasonable7,Very reasonable7,6,6,6,6,Very reasonable7,"Very comfortable
7",6,"Very comfortable
7",6,"Very comfortable
7","Very comfortable
7",6,"Very comfortable
7",6,Somewhat flexible,6,Male,25,,2
2020-07-30 07:19:21,2020-07-30 07:23:07,IP Address,,100,226,True,2020-07-30 07:23:08,R_UG9sVB0bWYm4LAZ,,,,,,,anonymous,EN,Yes,Yes,Yes,450,,2,3,5,6,6,3,6,4,6,6,Very reasonable7,Very reasonable7,6,2,2,4,4,Very reasonable7,Very reasonable7,"Very comfortable
7",2,6,5,2,4,4,"Very comfortable
7",6,Somewhat flexible,5,Male,25,,1
2020-07-30 07:20:47,2020-07-30 07:23:13,IP Address,,100,146,True,2020-07-30 07:23:13,R_2qDI31HLH1jCa87,,,,,,,anonymous,EN,Yes,Yes,Yes,200,,5,"Not at all likely
1","Not at all likely
1","Not at all likely
1","Not at all likely
1","Not at all annoyed
1","Not at all annoyed
1","Not at all annoyed
1","Not at all annoyed
1",2,2,2,2,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1",Somewhat flexible,3,Male,42,,1
2020-07-30 07:13:57,2020-07-30 07:23:28,IP Address,,100,571,True,2020-07-30 07:23:29,R_yVC9JXzdNiw9UCB,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,2,6,5,4,4,4,5,5,6,3,5,5,4,3,5,3,4,2,6,3,4,6,5,5,4,5,4,4,Somewhat flexible,4,Male,40,,2
2020-07-30 07:22:32,2020-07-30 07:23:29,IP Address,,100,56,True,2020-07-30 07:23:29,R_3O8n9AICTtNJQGw,,,,,,,anonymous,EN,Yes,Yes,Yes,12,,4,3,4,"Not at all likely
1",6,3,4,6,2,4,5,2,4,2,4,3,3,6,2,4,"Not  at all comfortable
1",5,2,3,3,"Not  at all comfortable
1",4,5,Somewhat flexible,3,Male,36,,1
2020-07-30 07:14:41,2020-07-30 07:23:32,IP Address,,100,531,True,2020-07-30 07:23:33,R_piK03locH5bnQv7,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,5,6,5,"Very likely
7",6,5,5,5,6,5,5,5,Very reasonable7,6,6,6,6,Very reasonable7,6,6,6,6,"Very comfortable
7",5,5,"Very comfortable
7","Very comfortable
7",6,Somewhat flexible,6,Male,63,,2
2020-07-30 07:19:33,2020-07-30 07:23:34,IP Address,,100,240,True,2020-07-30 07:23:34,R_wTTNjGhks7twPfj,,,,,,,anonymous,EN,Yes,Yes,Yes,,260,6,"Very likely
7",6,5,6,5,6,6,6,6,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7",6,"Very comfortable
7",Somewhat flexible,6,Male,58,,2
2020-07-30 07:18:20,2020-07-30 07:23:36,IP Address,,100,315,True,2020-07-30 07:23:36,R_1jqWiHQeBhnrl7m,,,,,,,anonymous,EN,Yes,Yes,Yes,,10,Not at all likely1,6,"Very likely
7","Very likely
7",4,6,"Very annoyed
7","Very annoyed
7",5,"Very much control
7",5,6,6,Very reasonable7,Very reasonable7,6,6,Very reasonable7,5,6,5,5,"Very comfortable
7",5,"Very comfortable
7",6,"Very comfortable
7",6,Somewhat flexible,"Very comfortable
7",Male,49,,2
2020-07-30 07:21:38,2020-07-30 07:23:38,IP Address,,100,119,True,2020-07-30 07:23:38,R_3PRA4Jb7NtHZb9m,,,,,,,anonymous,EN,Yes,Yes,Yes,,90,Very likely7,"Very likely
7","Very likely
7","Very likely
7","Very likely
7","Very annoyed
7","Very annoyed
7","Very annoyed
7","Very annoyed
7","Very much control
7",Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7",Somewhat flexible,"Very comfortable
7",Female,25,,2
2020-07-30 07:22:31,2020-07-30 07:23:41,IP Address,,100,70,True,2020-07-30 07:23:42,R_31F7Vdu9tQDcZEq,,,,,,,anonymous,EN,Yes,Yes,Yes,30,,Not at all likely1,4,3,4,3,4,3,2,2,4,4,4,3,4,4,3,4,4,3,4,3,3,4,3,4,3,3,3,Somewhat flexible,3,Male,36,,1
2020-07-30 07:19:30,2020-07-30 07:23:44,IP Address,,100,253,True,2020-07-30 07:23:44,R_2c8ii9KKWHyRin7,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,6,"Very likely
7",6,6,"Very likely
7",6,"Very annoyed
7",6,"Very annoyed
7",6,Very reasonable7,6,6,Very reasonable7,6,5,Very reasonable7,6,Very reasonable7,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7",6,6,6,6,6,Flexible,6,Female,34,,2
2020-07-30 07:18:39,2020-07-30 07:23:49,IP Address,,100,310,True,2020-07-30 07:23:49,R_1LLj7D96ywGRFVj,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,5,5,5,6,5,5,5,5,2,"Very much control
7",6,6,5,6,6,6,Very reasonable7,6,6,6,6,2,"Very comfortable
7",6,"Very comfortable
7","Very comfortable
7",6,"Very comfortable
7",Somewhat flexible,4,Male,30,,2
2020-07-30 07:17:12,2020-07-30 07:23:53,IP Address,,100,401,True,2020-07-30 07:23:54,R_3Gm0iylT8AfhNOo,,,,,,,anonymous,EN,Yes,Yes,Yes,,150,6,"Very likely
7","Very likely
7",6,6,5,5,6,6,3,4,5,5,2,Not at all reasonable1,3,2,4,4,2,4,4,2,"Not  at all comfortable
1",3,2,4,4,Somewhat flexible,2,Male,19,,2
2020-07-30 07:15:33,2020-07-30 07:24:02,IP Address,,100,508,True,2020-07-30 07:24:02,R_bfwlq0MwAaWJfC9,,,,,,,anonymous,EN,Yes,Yes,Yes,,45,6,4,5,4,3,4,"Very annoyed
7",6,"Very annoyed
7",5,5,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,6,6,6,5,5,4,4,5,4,3,4,5,5,Somewhat flexible,5,Male,28,,2
2020-07-30 07:19:59,2020-07-30 07:24:08,IP Address,,100,249,True,2020-07-30 07:24:08,R_3HXP5BFAlGKQR0a,,,,,,,anonymous,EN,Yes,Yes,Yes,100,,5,6,6,5,5,6,"Very annoyed
7",5,6,5,6,6,6,6,6,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,"Very comfortable
7",6,6,5,6,5,"Very comfortable
7","Very comfortable
7","Very comfortable
7",Somewhat flexible,5,Male,36,,1
2020-07-30 07:21:07,2020-07-30 07:24:11,IP Address,,100,183,True,2020-07-30 07:24:11,R_cJ9fua2M8L4OFB7,,,,,,,anonymous,EN,Yes,Yes,Yes,75,,2,5,5,6,5,6,6,5,4,3,Very reasonable7,Very reasonable7,6,6,5,Very reasonable7,2,4,6,6,6,"Very comfortable
7","Very comfortable
7",5,6,3,3,6,Somewhat flexible,5,Female,27,,1
2020-07-30 07:21:47,2020-07-30 07:24:16,IP Address,,100,149,True,2020-07-30 07:24:16,R_0N8yL1rUYZQ3Oh3,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,Very likely7,6,6,6,6,2,2,4,4,"Very much control
7",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Somewhat flexible,"Very comfortable
7",Male,35,,2
2020-07-30 07:22:28,2020-07-30 07:24:20,IP Address,,100,112,True,2020-07-30 07:24:21,R_27dtQ5T2jmjNu2f,,,,,,,anonymous,EN,Yes,Yes,Yes,5,,Very likely7,4,6,"Very likely
7","Very likely
7",6,5,"Very annoyed
7",5,6,Very reasonable7,Very reasonable7,6,6,4,5,Very reasonable7,4,4,"Very comfortable
7","Very comfortable
7",5,4,6,4,"Very comfortable
7","Very comfortable
7",5,Somewhat flexible,"Very comfortable
7",Male,49,,1
2020-07-30 07:18:57,2020-07-30 07:24:21,IP Address,,100,323,True,2020-07-30 07:24:21,R_1FM3SsM49AnhhFY,,,,,,,anonymous,EN,Yes,Yes,Yes,100,,3,5,6,4,5,4,4,4,5,6,6,6,4,6,5,5,4,5,5,5,4,6,5,4,4,5,4,5,Somewhat flexible,5,Female,41,,1
